Road,Suburb,Latitude,Longitude,Formatted_Address
Fyansford-Gheringhap Road,GHERINGHAP,-38.103327,144.256801,"Fyansford - Gheringhap Road, Gheringhap VIC 3221, Australia"
Gaffney Street,PASCOE VALE,-37.7310547,144.934441,"Gaffney Street, Pascoe Vale VIC 3044, Australia"
Gallaghers Road,GLEN WAVERLEY,-37.8757304,145.1789409,"Gallaghers Road, Glen Waverley VIC 3150, Australia"
Gap Road,SUNBURY,-37.5809479,144.7252556,"Gap Road, Melbourne VIC 3429, Australia"
Garden Road,CLAYTON,-37.9202909,145.1465123,"Garden Road, Clayton VIC 3168, Australia"
Garden Street,PORTLAND,-38.331926,141.59,"Garden Street, Portland VIC 3305, Australia"
Gardenia Street,HORSHAM,-36.7195488,142.1928856,"Gardenia Street, Horsham VIC 3400, Australia"
Garnett Road,WHEELERS HILL,-37.9162978,145.2001089,"Garnett Road, Wheelers Hill VIC 3150, Australia"
Gateshead Drive,WANTIRNA SOUTH,-37.8655496,145.2416389,"Gateshead Drive, Wantirna South VIC 3152, Australia"
Gayview Drive,WODONGA WEST,-36.1211456,146.8561108,"Gayview Drive, West Wodonga VIC 3690, Australia"
Gear Avenue,MOUNT HELEN,-37.6309452,143.9073375,"Gear Avenue, Mount Helen VIC 3350, Australia"
Geelong Road,BROOKLYN,-33.5479285,151.2260175,"Brooklyn (Sydney) NSW 2083, Australia"
Geelong Road,BANNOCKBURN,-38.0446518,144.1730623,"Geelong Road, Bannockburn VIC 3331, Australia"
Geelong-Bacchus Marsh Road,BACCHUS MARSH,-37.6756497,144.4353327,"Grant Street, Bacchus Marsh VIC 3340, Australia"
Geelong-Bacchus Marsh Road,BALLIANG EAST,-37.788261,144.422089,"Geelong - Bacchus Marsh Road, Balliang East VIC 3340, Australia"
Geelong-Ballan Road,BALLAN,-37.6342803,144.2167732,"Geelong-Ballan Road, Ballan VIC 3342, Australia"
Geelong-Ballan Road,BEREMBOKE,-37.745408,144.221847,"Geelong-Ballan Road, Beremboke VIC 3342, Australia"
Geelong-Ballan Road,MOUNT WALLACE,-37.7668535,144.2180806,"Geelong-Ballan Road, Steiglitz VIC 3342, Australia"
George Street,SANDRINGHAM,-37.9585667,145.0290137,"George Street, Sandringham VIC 3191, Australia"
George Street,DONCASTER,-37.7774957,145.1247787,"George Street, Doncaster VIC 3108, Australia"
George Street,HAMILTON,-37.7455532,142.0343701,"George Street, Hamilton VIC 3300, Australia"
Gibsons Road,SALE,-38.0775299,147.0881555,"Gibsons Road, Sale VIC 3850, Australia"
Gilbert Road,RESERVOIR,-37.7182397,144.9933006,"Gilbert Road, Reservoir VIC 3073, Australia"
Gilbert Road,PRESTON,-37.7401306,144.9897392,"Gilbert Road, Preston VIC 3072, Australia"
Gillespie Road,KINGS PARK,-37.7314847,144.7659215,"Gillespie Road, Kings Park VIC 3021, Australia"
Gillies Road,BALD HILLS,-36.9066637,149.8344484,"Bald Hills NSW 2549, Australia"
Gillies Road,MOUNT ROWAN,-37.5122236,143.8273803,"Gillies Road, Miners Rest VIC 3352, Australia"
Gillies Road,ASCOT,-37.386579,143.795018,"Ascot, VIC, Australia"
Gillies Road,SULKY,-37.458841,143.86383888127563,"Sulky, Shire of Hepburn, VIC, Australia"
Gillies Street,MARYBOROUGH,-37.0485343,143.7484994,"Gillies Street, Maryborough VIC 3465, Australia"
Gisborne - Melton Road,KURUNJANG,-37.6633388,144.5997831,"Gisborne - Melton Road, Kurunjang VIC 3337, Australia"
Gisborne Road,COIMADAI,-37.6299443,144.4668349,"Gisborne Road, Coimadai VIC 3340, Australia"
Gisborne Road,BACCHUS MARSH,-37.6636902,144.4392927,"Gisborne Road, Bacchus Marsh VIC 3340, Australia"
Gisborne-Melton Road,TOOLERN VALE,-37.5793152,144.5726256,"Gisborne - Melton Road, Melbourne VIC 3337, Australia"
Gisborne-Melton Road,KURUNJANG,-37.6633388,144.5997831,"Gisborne - Melton Road, Kurunjang VIC 3337, Australia"
Gisborne-Melton Road,MELTON,-37.5793152,144.5726256,"Gisborne - Melton Road, Melbourne VIC 3337, Australia"
Gisbourne Road,DARLEY,-37.65806,144.443585,"Gisborne Road Service Road, Darley VIC 3340, Australia"
Gladesville Boulevard,PATTERSON LAKES,-38.0698853,145.1458527,"Gladesville Boulevard, Patterson Lakes VIC 3197, Australia"
Gladstone Road,DANDENONG NORTH,-37.9687733,145.2050505,"Gladstone Road, Dandenong North VIC 3175, Australia"
Gladstone Street,MARYBOROUGH,-37.0332959,143.7444276,"Gladstone Street, Maryborough VIC 3465, Australia"
Glen Huntly Road,ELWOOD,-37.8817497,144.9784274,"Glen Huntly Road, Elwood VIC 3184, Australia"
Glen Iris Road,GLEN IRIS,-37.8478151,145.0684682,"Glen Iris Road, Glen Iris VIC 3146, Australia"
Glen Katherine Drive,ST HELENA,-37.6925939,145.1326615,"Glen Katherine Drive, St Helena VIC 3088, Australia"
Glenbarry Road,CAMPBELLFIELD,-37.6636004,144.960334,"Glenbarry Road, Campbellfield VIC 3061, Australia"
Glencairn Drive,GREENVALE,-37.6491078,144.8894961,"Glencairn Drive, Greenvale VIC 3059, Australia"
Glenelg Highway,DUNKELD,-37.6514802,142.4228228,"Glenelg Highway, Dunkeld VIC 3294, Australia"
Glenelg Highway,LAKE BOLAC,-37.7105083,142.8439056,"Glenelg Highway, Lake Bolac VIC 3351, Australia"
Glenelg Highway,WICKLIFFE,-37.7136062,142.7729763,"Glenelg Highway, Wickliffe VIC 3379, Australia"
Glenelg Highway,WARRAYURE,-37.664654,142.2615766,"Glenelg Highway, Shire of Southern Grampians VIC 3294, Australia"
Glenelg Highway,SMYTHESDALE,-37.6366792,143.6931056,"Glenelg Highway, Smythesdale VIC 3351, Australia"
Glenelg Highway,STREATHAM,-37.6802658,143.0666149,"Glenelg Highway, Streatham VIC 3351, Australia"
Glenelg Highway,WESTMERE,-37.6887434,142.9700868,"Glenelg Highway, Westmere VIC 3351, Australia"
Glenelg Highway,CASTERTON,-37.5655455,141.4656409,"Glenelg Highway, Casterton VIC 3311, Australia"
Glenelg Highway,WILKIN,-37.589938,143.786775,"Glenelg Highway, Smythes Creek VIC 3351, Australia"
Glenelg Highway,CARRANBALLAC,-37.7004746,143.2035649,"Glenelg Highway, Carranballac VIC 3361, Australia"
Glenelg Highway,GLENTHOMPSON,-37.6350663,142.5730173,"Glenelg Highway, Shire of Southern Grampians VIC 3293, Australia"
Glenelg Highway,HAMILTON,-37.7098738,141.9473523,"Glenelg Highway, Hamilton VIC 3300, Australia"
Glenelg Highway,WANNON,-37.6686142,141.8364269,"Glenelg Highway, Wannon VIC 3301, Australia"
Glenelg Highway,COLERAINE,-37.5821053,141.5993553,"Glenelg Highway, Coleraine VIC 3315, Australia"
Glenelg Highway,SKIPTON,-37.6863048,143.3722332,"Glenelg Highway, Skipton VIC 3361, Australia"
Glenelg Highway,SMYTHES CREEK,-37.589938,143.786775,"Glenelg Highway, Smythes Creek VIC 3351, Australia"
Glenelg Highway,PITTONG,-37.6770239,143.4420993,"Glenelg Highway, Skipton VIC 3360, Australia"
Glenfern Road,UPWEY,-37.9174152,145.3346554,"Glenfern Road, Upwey VIC 3158, Australia"
Glenferrie Road,HAWTHORN,-37.8231234,145.0352566,"Glenferrie Road, Hawthorn VIC 3122, Australia"
Glenferrie Road,MALVERN,-37.8600612,145.0287238,"Glenferrie Road, Malvern VIC 3144, Australia"
Glengala Road,SUNSHINE WEST,-37.7876819,144.8032335,"Glengala Road, Sunshine West VIC 3020, Australia"
Glengarry West Road,GLENGARRY WEST,-38.1377255,146.5380675,"Glengarry West Road, Glengarry VIC 3854, Australia"
Glenrowan Myrtleford Road,MARKWOOD,-36.4716075,146.5102221461975,"Markwood, Rural City of Wangaratta, VIC, Australia"
Glenrowan-Myrtleford Road,WHOROULY,-36.5242938,146.5792219,"Snow Road, Whorouly VIC 3735, Australia"
Glenrowan-Myrtleford Road,LACEBY,-36.448596,146.3036644167683,"Laceby, Rural City of Wangaratta, VIC, Australia"
Glenroy Road,GLENROY,-35.7383874,147.8976486,"Glenroy Road, Glenroy NSW 2653, Australia"
Golf Course Road,HAVEN,-36.7336054,142.2051242,"Golf Course Road, Horsham VIC 3400, Australia"
Golf Links Road,BARWON HEADS,-38.2842626,144.486704,"Golf Links Road, Barwon Heads VIC 3227, Australia"
Golf Links Road,NARRE WARREN,-38.0416004,145.3044195,"Golf Links Road, Narre Warren VIC 3805, Australia"
Golf Links Road,FRANKSTON,-38.1749393,145.1504115,"Golf Links Road, Frankston VIC 3199, Australia"
Goodwin Street,BENALLA,-36.5478737,145.9737638,"Goodwin Street, Benalla VIC 3672, Australia"
Gordon Street,WODONGA,-36.1343085,146.8831197,"Gordon Street, Wodonga VIC 3690, Australia"
Gordons Road,SOUTH MORANG,-37.6350489,145.0773257,"Gordons Road, South Morang VIC 3752, Australia"
Gorge Road,SOUTH MORANG,-37.6515272,145.0949952,"Gorge Road, South Morang VIC 3752, Australia"
Goulburn Valley Freeway,MANGALORE,-36.9444458,145.1439098,"Goulburn Valley Freeway, Shire of Mitchell VIC 3663, Australia"
Goulburn Valley Freeway,NAGAMBIE,-36.8005489,145.1779756,"Goulburn Valley Freeway, Nagambie VIC 3608, Australia"
Goulburn Valley Freeway,WAHRING,-36.759052,145.1779563,"Goulburn Valley Freeway, Shire of Strathbogie VIC 3608, Australia"
Goulburn Valley Highway,KIALLA WEST,-36.4503834,145.388822,"Goulburn Valley Highway, Kialla West VIC 3631, Australia"
Goulburn Valley Highway,NUMURKAH,-36.0883834,145.4318461,"Goulburn Valley Highway, Numurkah VIC 3636, Australia"
Goulburn Valley Highway,STRATHMERTON,-35.9255109,145.432489,"Goulburn Valley Highway, Shire of Moira VIC 3641, Australia"
Goulburn Valley Highway,WUNGHNU,-36.146084,145.431776,"Goulburn Valley Highway, Wunghnu VIC 3635, Australia"
Goulburn Valley Highway,YIELIMA,-35.9256714,145.4318605,"Goulburn Valley Highway, Shire of Moira VIC 3641, Australia"
Goulburn Valley Highway,BUNDALONG,-36.03246,146.16923,"Bundalong (Bundalong), VIC, Australia"
Goulburn Valley Highway,COBRAM,-35.899967,145.5746864,"Goulburn Valley Highway, Cobram VIC 3644, Australia"
Goulburn Valley Highway,KATAMATITE,-36.0796109,145.6873855,"Katamatite VIC 3649, Australia"
Goulburn Valley Highway,YARRAWONGA,-36.0141692,146.0063494,"Yarrawonga VIC 3730, Australia"
Goulburn Valley Highway,SEYMOUR,-37.0167702,145.1344473,"Goulburn Valley Highway, Seymour VIC 3660, Australia"
Goulburn Valley Highway,NATHALIA,-36.0578072,145.207485,"Nathalia VIC 3638, Australia"
Goulburn Valley Highway,MOLESWORTH,-37.1604423,145.5569889,"Goulburn Valley Highway, Molesworth VIC 3718, Australia"
Goulburn Valley Highway,KOONOOMOO,-35.862183,145.5633236,"Goulburn Valley Highway, Shire of Moira VIC 3644, Australia"
Goulburn Valley Highway,EILDON,-37.2349022,145.910594,"Goulburn Valley Highway, Eildon VIC 3713, Australia"
Goulburn Valley Highway,KORIELLA,-37.1496058,145.6051557,"Goulburn Valley Highway, Shire of Murrindindi VIC 3714, Australia"
Goulburn Valley Highway,HOMEWOOD,-37.1696224,145.2988215,"Goulburn Valley Highway, Shire of Murrindindi VIC 3717, Australia"
Goulburn Valley Highway,TALLYGAROOPNA,-36.2272947,145.431781,"Goulburn Valley Highway, Tallygaroopna VIC 3634, Australia"
Goulburn Valley Hwy,SHEPPARTON NORTH,-36.338392,145.4022065,"Goulburn Valley Highway, Shepparton North VIC 3631, Australia"
Gourlay Road,TAYLORS HILL,-37.69327,144.7441739,"Gourlay Road, Hillside VIC 3037, Australia"
Gourlay Road,HILLSIDE,-37.69327,144.7441739,"Gourlay Road, Hillside VIC 3037, Australia"
Gower Street,PRESTON,-37.7407756,145.00646,"Gower Street, Preston VIC 3072, Australia"
Goynes Road,EPSOM,-36.717296,144.3071984,"Goynes Road, Epsom VIC 3551, Australia"
Graham Road,KYVALLEY,-36.2988175,145.0266319,"Graham Road, Shire of Campaspe VIC 3621, Australia"
Graham Street,PORT MELBOURNE,-37.8320643,144.9323,"Graham Street, Port Melbourne VIC 3207, Australia"
Graham Street,WONTHAGGI,-38.605793,145.5934492,"Graham Street, Wonthaggi VIC 3995, Australia"
Grampians Road,MOKEPILLY,-37.0819981,142.6576409,"Grampians Road, Shire of Northern Grampians VIC 3381, Australia"
Grampians Road,HALLS GAP,-37.1218464,142.5530653,"Grampians Road, Halls Gap VIC 3381, Australia"
Grandvue Boulevard,PAKENHAM,-38.0524801,145.4417638,"Grandvue Boulevard, Pakenham VIC 3810, Australia"
Grange Drive,SOUTH MORANG,-37.6405224,145.0857959,"Grange Drive, South Morang VIC 3752, Australia"
Grange Road,TOORAK,-37.838369,145.0112923,"Grange Road, Toorak VIC 3142, Australia"
Grange Road,ALPHINGTON,-37.7815802,145.0250618,"Grange Road, Alphington VIC 3078, Australia"
Grano Street,ARARAT,-37.2810692,142.9429744,"Grano Street, Ararat VIC 3377, Australia"
Grants Road,WHITTLESEA,-37.5243159,145.1034978,"Grants Road, Yan Yean VIC 3757, Australia"
Grants Road,EDEN PARK,-37.5268856,145.0946036,"Grants Road, Eden Park VIC 3757, Australia"
Gravesend Street,COLAC,-38.3442923,143.5854193,"Gravesend Street, Colac VIC 3250, Australia"
Gray Street,SWAN HILL,-35.346838,143.5484072,"Gray Street, Swan Hill VIC 3585, Australia"
Graydens Road,HASTINGS,-38.2846575,145.1671714,"Graydens Road, Tyabb VIC 3915, Australia"
Great Alpine Road,SMOKO,-36.8752635,147.0633363,"Great Alpine Road, Harrietville VIC 3741, Australia"
Great Alpine Road,BOWMANS FOREST,-36.4771498,146.6231982,"Great Alpine Road, Rural City of Wangaratta VIC 3735, Australia"
Great Alpine Road,EUROBIN,-36.6278391,146.8410527,"Great Alpine Road, Ovens VIC 3739, Australia"
Great Alpine Road,POREPUNKAH,-36.7004016,146.9091638,"Great Alpine Road, Porepunkah VIC 3740, Australia"
Great Alpine Road,EAST WANGARATTA,-36.3689252,146.376782,"Great Alpine Road, Rural City of Wangaratta VIC 3678, Australia"
Great Alpine Road,TARRAWINGEE,-36.3879251,146.4329208,"Great Alpine Road, Tarrawingee VIC 3678, Australia"
Great Alpine Road,OVENS,-36.5867078,146.7593712,"Great Alpine Road, Ovens VIC 3738, Australia"
Great Alpine Road,DOCTORS FLAT,-37.2842331,147.7379142,"Great Alpine Road, Swifts Creek VIC 3896, Australia"
Great Alpine Road,BRIGHT,-36.742885,147.0136456,"Great Alpine Road, Bright VIC 3741, Australia"
Great Alpine Road,HARRIETVILLE,-36.8595426,147.072781,"Great Alpine Road, Harrietville VIC 3741, Australia"
Great Alpine Road,GRANITE ROCK,-37.762049,147.669543,"Granite Rock, VIC, Australia"
Great Alpine Road,OMEO,-37.1286965,147.536174,"Great Alpine Road, Omeo VIC 3898, Australia"
Great Alpine Road,SARSFIELD,-37.809274,147.6483334,"Great Alpine Road, Shire of East Gippsland VIC 3875, Australia"
Great Alpine Road,SWIFTS CREEK,-37.1845996,147.715905,"Great Alpine Road, Swifts Creek VIC 3896, Australia"
Great Alpine Road,WISELEIGH,-37.7108898,147.8127425,"Great Alpine Road, Shire of East Gippsland VIC 3885, Australia"
Great Alpine Road,GAPSTED,-36.4771498,146.6231982,"Great Alpine Road, Rural City of Wangaratta VIC 3735, Australia"
Great Ocean  Road,ANGLESEA,-38.4015752,144.1945572,"Great Ocean Road, Anglesea VIC 3230, Australia"
Great Ocean  Road,APOLLO BAY,-38.7390448,143.5718834,"Great Ocean Road, Apollo Bay VIC 3233, Australia"
Great Ocean Road,LORNE,-38.5543681,143.9760343,"Great Ocean Road, Lorne VIC 3232, Australia"
Great Ocean Road,PORT CAMPBELL,-38.6151796,142.9174826,"Great Ocean Road, Port Campbell VIC 3269, Australia"
Great Ocean Road,WONGARRA,-38.7062816,143.7578685,"Great Ocean Road, Shire of Colac Otway VIC 3234, Australia"
Great Ocean Road,PETERBOROUGH,-38.6067356,142.8864708,"Great Ocean Road, Peterborough VIC 3270, Australia"
Great Ocean Road,SKENES CREEK,-38.7242002,143.7114359,"Great Ocean Road, Skenes Creek VIC 3233, Australia"
Greaves Road,NARRE WARREN SOUTH,-38.0548973,145.3017711,"Greaves Road, Narre Warren South VIC 3805, Australia"
Green Gully Road,KEILOR DOWNS,-37.7275797,144.8206678,"Green Gully Road, Keilor Downs VIC 3038, Australia"
Green Street,NOBLE PARK,-37.9699078,145.1622202,"Green Street, Noble Park VIC 3174, Australia"
Greenhalghs Road,BUNKERS HILL,-37.5814525,143.7817778,"Greenhalghs Road, Winter Valley VIC 3352, Australia"
Greensborough Road,GREENSBOROUGH,-37.7078009,145.0878409,"Greensborough Road, Greensborough VIC 3088, Australia"
Greenvale Drive,GREENVALE,-37.6423769,144.8956453,"Greenvale Drive, Greenvale VIC 3059, Australia"
Greenwood Drive,BUNDOORA,-37.7065048,145.0691028,"Greenwood Drive, Bundoora VIC 3083, Australia"
Greigs Road,STRATHTULLOH,-37.7501355,144.5965436,"Greigs Road, Strathtulloh VIC 3338, Australia"
Greythorn Road,BALWYN NORTH,-37.8037054,145.0971111,"Greythorn Road, Balwyn North VIC 3104, Australia"
Grieve Parade,ALTONA NORTH,-37.8286986,144.8283206,"Grieve Parade, Altona North VIC 3025, Australia"
Grigg Road,KOONDROOK,-35.6310659,144.1245447,"Grigg Road, Koondrook VIC 3580, Australia"
Grubb Road,OCEAN GROVE,-38.2327371,144.540552,"Grubb Road, Ocean Grove VIC 3226, Australia"
Guthridge Parade,SALE,-38.119535,147.0796736,"Guthridge Parade, Sale VIC 3850, Australia"
Guys Hill Road,STRATHFIELDSAYE,-36.8133906,144.3434746,"Guys Hill Road, Strathfieldsaye VIC 3551, Australia"
Hall Road,CARRUM DOWNS,-38.1024875,145.1967861,"Hall Road, Carrum Downs VIC 3201, Australia"
Hallam South Road,HAMPTON PARK,-38.033894,145.272785,"Hampton Park (Hampton Park), VIC, Australia"
Hamilton  Highway,WINGEEL,-38.134392,144.278473,"Hamilton Highway, Fyansford VIC 3218, Australia"
Hamilton Highway,CRESSY,-37.983589,143.5095627,"Hamilton Highway, Cressy VIC 3323, Australia"
Hamilton Highway,BERRYBANK,-37.9776686,143.4865612,"Berrybank, Hamilton Highway, Cressy VIC 3323, Australia"
Hamilton Highway,MURGHEBOLUC,-38.095435,144.1108464,"Hamilton Highway, Murgheboluc VIC 3218, Australia"
Hamilton Highway,STONEHAVEN,-38.1220582,144.2120452,"Hamilton Highway, Stonehaven VIC 3218, Australia"
Hamilton Highway,LISMORE,-37.9518879,143.3263743,"Hamilton Highway, Lismore VIC 3324, Australia"
Hamilton Highway,MORTLAKE,-38.0791651,142.7952779,"Hamilton Highway, Mortlake VIC 3272, Australia"
Hamilton Highway,PENSHURST,-37.8736089,142.3569913,"Hamilton Highway, Penshurst VIC 3289, Australia"
Hamilton Street,PETERBOROUGH,-32.972534,138.837053,"Peterborough (Peterborough), SA, Australia"
Hamilton Street,BROADFORD,-37.2059491,145.0458216,"Hamilton Street, Broadford VIC 3658, Australia"
Hamilton-Natimuk Road,CAVENDISH,-37.4852195,142.0714696974227,"Cavendish, Shire of Southern Grampians, VIC, Australia"
Hampden Road,ARMADALE,-37.8586185,145.0139733,"Hampden Road, Armadale VIC 3143, Australia"
Hampshire Road,SUNSHINE,-37.7777475,144.8333424,"Hampshire Road, Sunshine VIC 3020, Australia"
Hampton Street,BRIGHTON,-37.9260736,145.004652,"Hampton Street, Brighton VIC 3186, Australia"
Hanlon Parade,PORTLAND,-38.3320321,141.6066595,"Hanlon Parade, Portland VIC 3305, Australia"
Hanson Road,CRAIGIEBURN,-37.5972859,144.9377266,"Hanson Road, Craigieburn VIC 3064, Australia"
Harcourt Road,BORONIA,-37.85961,145.2982959,"Harcourt Road, Boronia VIC 3155, Australia"
Harding Street,COBURG,-37.7462986,144.9790305,"Harding Street, Coburg VIC 3058, Australia"
Hargraves Street,CASTLEMAINE,-37.0564615,144.2210255,"Hargraves Street, Castlemaine VIC 3450, Australia"
Hargreaves Street,GOLDEN SQUARE,-36.7697477,144.2663258,"Hargreaves Street, Golden Square VIC 3555, Australia"
Harold Road,SPRINGVALE SOUTH,-37.9760547,145.1569978,"Harold Road, Springvale South VIC 3172, Australia"
Harris Street,WARRNAMBOOL,-38.3911322,142.4698956,"Harris Street, Warrnambool VIC 3280, Australia"
Hatchlands Drive,DEER PARK,-37.7782569,144.7616927,"Hatchlands Drive, Deer Park VIC 3023, Australia"
Hattah-Robinvale Road,HATTAH,-34.7634563,142.2813353,"Hattah - Robinvale Road, Hattah VIC 3501, Australia"
Haverbrack Drive,MULGRAVE,-37.9311297,145.2039182,"Haverbrack Drive, Mulgrave VIC 3170, Australia"
Havilah Road,LONG GULLY,-36.7405841,144.2676506,"Havilah Road, Long Gully VIC 3550, Australia"
Hawkins Street,SHEPPARTON,-36.3542143,145.4138775,"Hawkins Street, Shepparton VIC 3630, Australia"
Hawthorn Road,CAULFIELD SOUTH,-37.886895,145.0219594,"Hawthorn Road, Caulfield South VIC 3162, Australia"
Hazel Glen Drive,MERNDA,-37.587242,145.1055251,"Hazel Glen Drive, Mernda VIC 3754, Australia"
Heads Road,DONVALE,-37.7984591,145.2004427,"Heads Road, Donvale VIC 3111, Australia"
Healesville-Kinglake Road,CHUM CREEK,-37.6529617,145.5016936,"Healesville - Kinglake Road, Melbourne VIC 3777, Australia"
Healesville-Koo Wee Rup Road,WOORI YALLOCK,-37.7593571,145.5333104,"Healesville - Koo Wee Rup Road, Launching Place VIC 3139, Australia"
Healesville-Koo Wee Rup Road,HEALESVILLE,-37.739161,145.525147,"Healesville - Koo Wee Rup Road, Melbourne VIC 3139, Australia"
Healesville-Koo Wee Rup Road,YELLINGBO,-37.8027482,145.5248482,"Healesville - Koo Wee Rup Road, Melbourne VIC 3139, Australia"
Heathcote-Nagambie Road,GRAYTOWN,-36.8319854,144.9362567,"Heathcote - Nagambie Road, Shire of Strathbogie VIC 3608, Australia"
Heathcote-Nagambie Road,NAGAMBIE,-36.7888469,145.1225948,"Heathcote - Nagambie Road, Nagambie VIC 3608, Australia"
Heatherdale Road,MITCHAM,-37.8171625,145.2133488,"Heatherdale Road, Mitcham VIC 3132, Australia"
Heatherton Road,CLAYTON SOUTH,-37.9577777,145.115091,"Heatherton Road, Clayton South VIC 3169, Australia"
Heatherton Road,ENDEAVOUR HILLS,-37.9763597,145.2706559,"Heatherton Road, Endeavour Hills VIC 3802, Australia"
Heaths Road,HOPPERS CROSSING,-37.879348,144.7013179,"Heaths Road, Hoppers Crossing VIC 3029, Australia"
Heaths Road,WERRIBEE,-37.8753937,144.6612939,"Heaths Road, Werribee VIC 3030, Australia"
Hedderwick Street,ESSENDON,-37.7443555,144.9012523,"Hedderwick Street, Essendon VIC 3040, Australia"
Heidelberg Road,CLIFTON HILL,-37.7844921,145.0038702,"Heidelberg Road, Clifton Hill VIC 3068, Australia"
Heidelberg-Kinglake Road,COTTLES BRIDGE,-37.623135,145.2195013,"Heidelberg - Kinglake Road, Melbourne VIC 3099, Australia"
